Country,Region,City,Site_Name,EO_Sensor,Input_Data,Indicator_code,Measure,Data_Provider,AOI_ID,Hour,Minute,Sec,Year,Month,Day,Latitude,Longitude
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-6.179604877,NASA OBPG,IT6,12,40,00,2019,10,10,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,32.77021867,NASA OBPG,IT6,12,45,00,2019,10,17,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,8.695447388,NASA OBPG,IT6,11,25,00,2019,10,24,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-36.48854857,NASA OBPG,IT6,12,20,00,2019,11,07,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,5.122553527,NASA OBPG,IT6,12,45,00,2019,11,21,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,6.757080304,NASA OBPG,IT6,11,55,00,2019,11,28,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-6.328092075,NASA OBPG,IT6,11,55,00,2019,12,12,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,52.39758987,NASA OBPG,IT6,12,10,00,2019,12,26,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,101.2106204,NASA OBPG,IT6,12,00,00,2020,01,04,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,51.04594362,NASA OBPG,IT6,12,10,00,2020,01,11,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,57.16372494,NASA OBPG,IT6,11,30,00,2020,01,18,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-0.440385783,NASA OBPG,IT6,12,35,00,2020,02,08,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,15.23089328,NASA OBPG,IT6,12,40,00,2020,02,15,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-38.88529215,NASA OBPG,IT6,12,45,00,2020,02,22,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,8.394456331,NASA OBPG,IT6,12,10,00,2020,02,29,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-63.70700224,NASA OBPG,IT6,12,20,00,2020,03,14,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,187.8484573,NASA OBPG,IT6,12,25,00,2020,03,21,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-62.5938302,NASA OBPG,IT6,12,40,00,2020,04,04,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-36.42443884,NASA OBPG,IT6,12,05,00,2020,04,11,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,14.00674307,NASA OBPG,IT6,12,10,00,2020,04,18,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-68.68407883,NASA OBPG,IT6,12,10,00,2020,04,25,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-52.20999242,NASA OBPG,IT6,12,20,00,2020,05,02,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-29.14735217,NASA OBPG,IT6,11,45,00,2020,05,09,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,70.16309338,NASA OBPG,IT6,11,45,00,2020,05,23,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,60.91347069,NASA OBPG,IT6,11,50,00,2020,05,30,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-54.93974978,NASA OBPG,IT6,12,50,00,2020,06,06,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,138.5007588,NASA OBPG,IT6,12,15,00,2020,06,13,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,263.1624535,NASA OBPG,IT6,12,10,00,2020,06,20,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,239.4687783,NASA OBPG,IT6,12,15,00,2020,06,27,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,12.12680429,NASA OBPG,IT6,12,20,00,2020,07,04,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,9.840663476,NASA OBPG,IT6,12,25,00,2020,07,11,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,22.78338332,NASA OBPG,IT6,12,35,00,2020,07,18,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,91.91350262,NASA OBPG,IT6,12,50,00,2020,07,25,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,63.27488332,NASA OBPG,IT6,12,45,00,2020,08,01,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,12.25267222,NASA OBPG,IT6,11,15,00,2020,08,08,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-14.24665062,NASA OBPG,IT6,11,20,00,2020,08,15,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,79.05108555,NASA OBPG,IT6,11,40,00,2020,09,05,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-24.15282441,NASA OBPG,IT6,11,45,00,2020,09,12,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,12.9496717,NASA OBPG,IT6,12,45,00,2020,09,19,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,40.13858973,NASA OBPG,IT6,11,55,00,2020,09,26,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,65.87940306,NASA OBPG,IT6,12,00,00,2020,10,02,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,41.68504437,NASA OBPG,IT6,12,20,00,2020,10,10,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,14.38678872,NASA OBPG,IT6,12,35,00,2020,11,07,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,199.4995467,NASA OBPG,IT6,12,10,00,2020,11,14,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,31.90540234,NASA OBPG,IT6,12,10,00,2020,11,21,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-27.86070258,NASA OBPG,IT6,12,10,00,2020,11,28,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,3.535588251,NASA OBPG,IT6,11,25,00,2020,12,12,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,31.18660997,NASA OBPG,IT6,12,20,00,2020,12,26,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-9.450430084,NASA OBPG,IT6,12,10,00,2021,01,09,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,128.4061582,NASA OBPG,IT6,11,30,00,2021,02,13,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-21.37560685,NASA OBPG,IT6,11,30,00,2021,02,27,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-79.63000825,NASA OBPG,IT6,11,30,00,2021,03,06,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-71.89789906,NASA OBPG,IT6,11,30,00,2021,03,13,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,48.67532445,NASA OBPG,IT6,11,30,00,2021,03,20,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,125.3296898,NASA OBPG,IT6,11,30,00,2021,03,27,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,40.49990399,NASA OBPG,IT6,11,30,00,2021,04,03,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-7.356757036,NASA OBPG,IT6,11,30,00,2021,04,17,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-20.53172586,NASA OBPG,IT6,11,30,00,2021,04,24,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-37.85246711,NASA OBPG,IT6,11,30,00,2021,05,01,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-21.95322081,NASA OBPG,IT6,11,30,00,2021,05,08,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,11.981452,NASA OBPG,IT6,11,30,00,2021,05,15,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,-26.05189404,NASA OBPG,IT6,11,30,00,2021,05,29,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,51.36927477,NASA OBPG,IT6,11,30,00,2021,06,05,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,Aqua MODIS,MODISA L2 LAC OC,N3b,106.3331091,NASA OBPG,IT6,11,30,00,2021,06,12,45.314247, 12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-45.72,JAXA/EORC,IT6,00,00,00,2019,01,05,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-44.65,JAXA/EORC,IT6,00,00,00,2019,01,12,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-29.29,JAXA/EORC,IT6,00,00,00,2019,01,26,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,71.16,JAXA/EORC,IT6,00,00,00,2019,02,02,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,1.65,JAXA/EORC,IT6,00,00,00,2019,02,09,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-2.61,JAXA/EORC,IT6,00,00,00,2019,02,16,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,19.01,JAXA/EORC,IT6,00,00,00,2019,02,23,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,34.44,JAXA/EORC,IT6,00,00,00,2019,03,02,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,63.31,JAXA/EORC,IT6,00,00,00,2019,03,09,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,29.2,JAXA/EORC,IT6,00,00,00,2019,03,16,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-3.98,JAXA/EORC,IT6,00,00,00,2019,03,23,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-20.75,JAXA/EORC,IT6,00,00,00,2019,03,30,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-43.6,JAXA/EORC,IT6,00,00,00,2019,04,06,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-11.51,JAXA/EORC,IT6,00,00,00,2019,04,13,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-30.49,JAXA/EORC,IT6,00,00,00,2019,04,20,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,56.7,JAXA/EORC,IT6,00,00,00,2019,04,27,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,37.71,JAXA/EORC,IT6,00,00,00,2019,05,04,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,81.5,JAXA/EORC,IT6,00,00,00,2019,05,18,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,305.0,JAXA/EORC,IT6,00,00,00,2019,05,25,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,62.14,JAXA/EORC,IT6,00,00,00,2019,06,01,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,22.22,JAXA/EORC,IT6,00,00,00,2019,06,08,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,37.98,JAXA/EORC,IT6,00,00,00,2019,06,15,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,4.96,JAXA/EORC,IT6,00,00,00,2019,06,22,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,34.99,JAXA/EORC,IT6,00,00,00,2019,06,29,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-19.94,JAXA/EORC,IT6,00,00,00,2019,07,06,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-31.73,JAXA/EORC,IT6,00,00,00,2019,07,13,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-20.77,JAXA/EORC,IT6,00,00,00,2019,07,20,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-26.15,JAXA/EORC,IT6,00,00,00,2019,07,27,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,8.15,JAXA/EORC,IT6,00,00,00,2019,08,03,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,2.68,JAXA/EORC,IT6,00,00,00,2019,08,10,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,14.56,JAXA/EORC,IT6,00,00,00,2019,08,17,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-32.92,JAXA/EORC,IT6,00,00,00,2019,08,24,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,23.92,JAXA/EORC,IT6,00,00,00,2019,08,31,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-54.63,JAXA/EORC,IT6,00,00,00,2019,09,07,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,6.77,JAXA/EORC,IT6,00,00,00,2019,09,14,45.314247,12.508055
IT,North Adriatic Sea,"Venice, Chl-a",AAOT fixed station Venezia,GCOM-C/SGLI,EORC product,N3b,-48.36,JAXA/EORC,IT6,00,00,00,2019,09,21,45.314247,12.508055
